rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SUBIIME-4,SUBIIME,0,32,0.001319,0.0,0.00056,768.88,BUF 11%; NE 11%; SF 8%
902,MATTISPRO-1,MATTISPRO,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
903,Mare's Nest-1,Mare's Nest,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
904,hoffytime.-2,hoffytime.,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
905,HATMAN'S HEADHUNTERS-1,HATMAN'S HEADHUNTERS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
906,Hammer Heads-1,Hammer Heads,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
907,KAPITAL GAINS-1,KAPITAL GAINS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
908,Jimmy Wiseguy-3,Jimmy Wiseguy,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
909,Tom Lippard-1,Tom Lippard,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
910,Fireball-1,Fireball,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
911,MCM3312-2,MCM3312,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
912,Larry B 27-4,Larry B 27,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
913,LIZ-4,LIZ,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
914,YEEGONE3-5,YEEGONE3,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
915,PICKSWCLARS24-1,PICKSWCLARS24,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
916,pointsonthepackage-1,pointsonthepackage,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
917,WINALL-1,WINALL,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
918,Slick Rick11-1,Slick Rick11,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
919,Rip Wheeler-1,Rip Wheeler,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
920,YEEGONE3-2,YEEGONE3,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
921,Tycoons R Us-1,Tycoons R Us,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
922,TS3521-2,TS3521,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
923,TS3521-1,TS3521,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
924,DOUG'S TEAM-2,DOUG'S TEAM,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
925,Toothpick Factory-2,Toothpick Factory,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
926,LOLawyers-1,LOLawyers,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
927,MINTF-2,MINTF,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
928,SCI-1,SCI,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
929,YEEGONE-3,YEEGONE,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
930,TheDogs of Blueberry-1,TheDogs of Blueberry,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
931,millertiming-1,millertiming,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
932,Mikey D-1,Mikey D,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
933,Midnight Cat-3,Midnight Cat,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
934,MICHCONN-1,MICHCONN,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
935,Enut34-1,Enut34,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
936,BALD RAZORS-3,BALD RAZORS,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
937,205-1,205,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
938,YEEGONE3-4,YEEGONE3,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
939,EROQ-4,EROQ,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
940,THE801CREW-1,THE801CREW,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
941,THE WOLFPACK-1,THE WOLFPACK,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
942,DinoTheDog-1,DinoTheDog,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
943,THE INTANGIBLES-4,THE INTANGIBLES,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
944,Spaldy316-1,Spaldy316,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
945,CTFC-1,CTFC,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
946,MONEY OBSCENE-1,MONEY OBSCENE,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
947,gydo-1,gydo,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
948,SNOWFLAKE-2,SNOWFLAKE,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
949,LOGICIANS-2,LOGICIANS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
950,MALM20-5,MALM20,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
951,Luther41-4,Luther41,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
952,LUNCHMEAT-1,LUNCHMEAT,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
953,dylan-4,dylan,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
954,Iced Tea-1,Iced Tea,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
955,HARDEN DINING HALL-2,HARDEN DINING HALL,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
956,Handicaps and 6packs-1,Handicaps and 6packs,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
957,Double Trouble-1,Double Trouble,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
958,FTGB-2,FTGB,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
959,THE INTANGIBLES-3,THE INTANGIBLES,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
960,THE INTANGIBLES-2,THE INTANGIBLES,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
961,SPS-1,SPS,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
962,Jimmy P-2,Jimmy P,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
963,Jimmy P-1,Jimmy P,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
964,Jax 2 Win-2,Jax 2 Win,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
965,LoveMyBaxter-3,LoveMyBaxter,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
966,Black Devil-3,Black Devil,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
967,Bison Sports-4,Bison Sports,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
968,CHUMS BUMS REDUX-2,CHUMS BUMS REDUX,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
969,Mandelorian39-3,Mandelorian39,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
970,Maiowe-2,Maiowe,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
971,Puppy Kisses-2,Puppy Kisses,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
972,PUFFALUPPS-2,PUFFALUPPS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
973,Squid-1,Squid,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
974,Spider 2-4,Spider 2,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
975,SPASMUS-2,SPASMUS,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
976,WHERE'S LUNCH-4,WHERE'S LUNCH,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
977,CMOJB-1,CMOJB,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
978,beefaroni-2,beefaroni,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
979,BEANS-2,BEANS,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
980,5 BUKI ODS-1,5 BUKI ODS,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
981,22West-1,22West,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
982,1DAYRAY-1,1DAYRAY,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
983,American Pride Guy-1,American Pride Guy,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
984,GAMBLEONGOLD-1,GAMBLEONGOLD,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
985,Fresh Prince-4,Fresh Prince,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
986,Fisher Hall-1,Fisher Hall,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
987,DIGGS ALLEN '22-1,DIGGS ALLEN '22,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
988,Black Devil-5,Black Devil,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
989,Black Devil-4,Black Devil,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
990,BANJO BOSTON-1,BANJO BOSTON,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
991,BANGBANG-1,BANGBANG,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
992,Bgrigg1-1,Bgrigg1,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
993,Bet the Board-2,Bet the Board,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
994,berzerk bettor-1,berzerk bettor,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
995,BENSON-1,BENSON,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
996,Spider 2-1,Spider 2,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
997,SDQLMASTER-3,SDQLMASTER,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
998,SAM ROTHSTEIN-1,SAM ROTHSTEIN,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
999,DMAYS-1,DMAYS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1000,DaliBones-2,DaliBones,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1001,Chaddie & Maddie-4,Chaddie & Maddie,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1002,BLOW OUT-3,BLOW OUT,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1003,@Jay Swah Sports-5,@Jay Swah Sports,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1004,zeke-1,zeke,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1005,DRYDIN-3,DRYDIN,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1006,dylan-1,dylan,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1007,5DUDESFROMSANDIEGO-1,5DUDESFROMSANDIEGO,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1008,DeserBo-1,DeserBo,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1009,Toothpick Factory-1,Toothpick Factory,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1010,TKASPRO27-4,TKASPRO27,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1011,Borg-3,Borg,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1012,BBOSSE22-1,BBOSSE22,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1013,BBBH-1,BBBH,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1014,Al The Sly-2,Al The Sly,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1015,EZ PICKS-1,EZ PICKS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1016,Washington Redskins-1,Washington Redskins,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1017,SWERVY JACKSON-1,SWERVY JACKSON,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1018,SHINEBOX.-1,SHINEBOX.,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1019,XXYYZZ-2,XXYYZZ,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1020,Woody K-1,Woody K,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1021,Lightning-1,Lightning,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1022,Toothpick Factory-3,Toothpick Factory,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1023,Luck Box-1,Luck Box,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1024,Yada Yada Yada-1,Yada Yada Yada,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1025,Zenyatta-1,Zenyatta,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1026,ESSENTIAL BETTORS-1,ESSENTIAL BETTORS,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1027,EROQ-1,EROQ,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1028,HABITUAL LINESTEPPER-1,HABITUAL LINESTEPPER,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1029,Shoe 4942-1,Shoe 4942,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1030,SHAMWOW.-2,SHAMWOW.,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1031,Bison Sports-3,Bison Sports,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1032,SJM-4,SJM,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1033,Reggie bush wackers-1,Reggie bush wackers,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1034,WiseGuy_Vegas-1,WiseGuy_Vegas,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1035,JMDTCASH-2,JMDTCASH,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1036,Iron Mountain-5,Iron Mountain,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1037,Squid-5,Squid,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1038,HORNET.-3,HORNET.,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1039,HORNET.-2,HORNET.,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1040,hoffytime.-5,hoffytime.,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1041,#JAYFIRE27-1,#JAYFIRE27,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1042,PARLAY G-2,PARLAY G,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1043,The Masons-2,The Masons,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1044,KobeBear2452-1,KobeBear2452,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1045,WARDOG-5,WARDOG,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1046,Oxynites-1,Oxynites,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1047,On My Way-1,On My Way,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1048,Midnight Cat-1,Midnight Cat,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1049,Luther41-1,Luther41,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1050,SMOOTH TASTE FOOL YA-1,SMOOTH TASTE FOOL YA,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1051,Midnight Cat-4,Midnight Cat,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1052,RUSH 2112 YYZ-5,RUSH 2112 YYZ,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1053,RedRock 817-2,RedRock 817,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1054,BLIND BOZO-3,BLIND BOZO,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1055,Pauline Park-1,Pauline Park,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1056,Paddy Mac.-1,Paddy Mac.,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1057,Orionsbelt-1,Orionsbelt,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1058,Preacher71-1,Preacher71,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1059,preacher-1,preacher,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1060,SLIPSPORTS-1,SLIPSPORTS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1061,CRISPR-3,CRISPR,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1062,CRISPR-2,CRISPR,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1063,BIGLEY247-1,BIGLEY247,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1064,PROBST-2,PROBST,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1065,Puppy Kisses-4,Puppy Kisses,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1066,NOT GROUND POOR-1,NOT GROUND POOR,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1067,MINTF-3,MINTF,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1068,BEANS-1,BEANS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1069,Mamba Forever-2,Mamba Forever,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1070,FELIX FELICIS-1,FELIX FELICIS,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1071,COOLCATSANDKITTENS-5,COOLCATSANDKITTENS,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1072,Warriors Club-1,Warriors Club,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1073,Pauline Park-5,Pauline Park,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1074,Kravity-1,Kravity,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1075,HAMMERS BAR-1,HAMMERS BAR,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1076,DaliBones-5,DaliBones,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1077,DaliBones-4,DaliBones,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1078,TOMPAPAGEORGIO-3,TOMPAPAGEORGIO,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1079,SNOWFLAKE-1,SNOWFLAKE,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1080,SMOOTH TASTE FOOL YA-2,SMOOTH TASTE FOOL YA,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1081,Lucas Nogueira-1,Lucas Nogueira,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1082,JUST TALK DIRTY-1,JUST TALK DIRTY,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1083,CLARKGRIZWOLD-4,CLARKGRIZWOLD,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1084,Heater City-1,Heater City,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1085,H-TOWN-1,H-TOWN,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1086,buffalo1-1,buffalo1,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1087,Bodhidog-1,Bodhidog,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1088,Borg-2,Borg,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1089,Boli's Boys-2,Boli's Boys,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1090,Blue Dream-1,Blue Dream,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1091,PISANOWINZ-2,PISANOWINZ,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1092,BigDaddySlackChats69-1,BigDaddySlackChats69,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1093,FJIZZLE-2,FJIZZLE,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1094,Chimp-19-1,Chimp-19,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1095,SUBIIME-3,SUBIIME,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1096,SUBIIME-1,SUBIIME,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1097,STY AND THE GUYS-1,STY AND THE GUYS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1098,Sting-1,Sting,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1099,YEEGONE2-3,YEEGONE2,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1100,Scrlou41-1,Scrlou41,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1101,Staying Alive-2,Staying Alive,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1102,PISANOWINZ-1,PISANOWINZ,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1103,ACHILLES12-1,ACHILLES12,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1104,5STPETERS-2,5STPETERS,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1105,WHERE'S LUNCH-1,WHERE'S LUNCH,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1106,CHUMS BUMS REDUX-1,CHUMS BUMS REDUX,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1107,Chicken Dinner-1,Chicken Dinner,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1108,Chaddie & Maddie-1,Chaddie & Maddie,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1109,GAMBLEONGOLD-2,GAMBLEONGOLD,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1110,QUESERASERA-1,QUESERASERA,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1111,PROBST-3,PROBST,0,32,0.001319,0.0,8e-05,109.84,BUF 11%; NE 11%; SF 8%
1112,Iron Mountain-4,Iron Mountain,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1113,PISANOWINZ-5,PISANOWINZ,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1114,Bjorn-1,Bjorn,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1115,BJGOLF-1,BJGOLF,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1116,CLAIM KING SN-2,CLAIM KING SN,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1117,CANDYMAN-2,CANDYMAN,0,32,0.001319,0.0,8e-05,109.84,BUF 15%; NE 15%; SF 8%
1118,RUSH 2112 YYZ-1,RUSH 2112 YYZ,0,32,0.001319,0.0,8e-05,109.84,BUF 13%; NE 13%; SF 8%
1119,Rocking Chair-1,Rocking Chair,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1120,REYMAX-1,REYMAX,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1121,Just Say Yes!-1,Just Say Yes!,0,32,0.001319,0.0,8e-05,109.84,BUF 19%; NE 18%; SF 8%
1122,PISO MOJADO-2,PISO MOJADO,0,32,0.001319,0.0,8e-05,109.84,BUF 10%; NE 10%; SF 7%
1123,JOE D-5,JOE D,0,32,0.001319,0.0,8e-05,105.62,BUF 10%; NE 10%; SF 7%
1124,H2M2-1,H2M2,0,32,0.001319,0.0,8e-05,105.62,BUF 19%; NE 18%; SF 8%
1125,JD ON THE ROCKS-1,JD ON THE ROCKS,0,32,0.001319,0.0,8e-05,105.62,BUF 19%; NE 18%; SF 8%
1126,DIGGS ALLEN '22-2,DIGGS ALLEN '22,0,32,0.001319,0.0,8e-05,105.62,BUF 15%; NE 15%; SF 8%
