rank,entry,contestant,wins,teams_remaining,optimal_win_path_prob,optimal_ev_path_score,survival_prob,fair_value,predicted_next_picks
1,SYNTH-06260,SYNTH-06260,0,32,5e-05,0.0,0.00024,4930.91,CIN 82%; BUF 6%; SEA 3%
216,SYNTH-01116,SYNTH-01116,0,32,5e-05,0.0,8e-05,1920.0,CIN 66%; BUF 10%; SEA 5%
217,SYNTH-18168,SYNTH-18168,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 7%; SEA 3%
218,SYNTH-06172,SYNTH-06172,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 6%; SEA 3%
219,SYNTH-18170,SYNTH-18170,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
220,SYNTH-13555,SYNTH-13555,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 9%; SEA 4%
221,SYNTH-15271,SYNTH-15271,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 6%; SEA 3%
222,SYNTH-11953,SYNTH-11953,0,32,5e-05,0.0,8e-05,1920.0,CIN 61%; BUF 9%; SEA 5%
223,SYNTH-17195,SYNTH-17195,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 8%; SEA 3%
224,SYNTH-13557,SYNTH-13557,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
225,SYNTH-02164,SYNTH-02164,0,32,5e-05,0.0,8e-05,1920.0,CIN 69%; BUF 9%; SEA 4%
226,SYNTH-02182,SYNTH-02182,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 8%; SEA 3%
227,SYNTH-17224,SYNTH-17224,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
228,SYNTH-18207,SYNTH-18207,0,32,5e-05,0.0,8e-05,1920.0,CIN 84%; BUF 6%; SEA 3%
229,SYNTH-17196,SYNTH-17196,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 6%; SEA 3%
230,SYNTH-05667,SYNTH-05667,0,32,5e-05,0.0,8e-05,1920.0,CIN 65%; BUF 10%; SEA 5%
231,SYNTH-07848,SYNTH-07848,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
232,SYNTH-14213,SYNTH-14213,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 7%; SEA 3%
233,SYNTH-02161,SYNTH-02161,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 7%; SEA 4%
234,SYNTH-10046,SYNTH-10046,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 9%; SEA 4%
235,SYNTH-20741,SYNTH-20741,0,32,5e-05,0.0,8e-05,1920.0,CIN 65%; BUF 10%; SEA 5%
236,SYNTH-19094,SYNTH-19094,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 8%; SEA 3%
237,SYNTH-22980,SYNTH-22980,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
238,SYNTH-04367,SYNTH-04367,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 6%; SEA 4%
239,SYNTH-19097,SYNTH-19097,0,32,5e-05,0.0,8e-05,1920.0,CIN 70%; BUF 8%; SEA 4%
240,SYNTH-09542,SYNTH-09542,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 7%; SEA 3%
241,SYNTH-00829,SYNTH-00829,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 7%; SEA 4%
242,SYNTH-14265,SYNTH-14265,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
243,SYNTH-00827,SYNTH-00827,0,32,5e-05,0.0,8e-05,1920.0,CIN 63%; BUF 8%; SEA 5%
244,SYNTH-17321,SYNTH-17321,0,32,5e-05,0.0,8e-05,1920.0,CIN 67%; BUF 8%; SEA 5%
245,SYNTH-20515,SYNTH-20515,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
246,SYNTH-18040,SYNTH-18040,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 6%; SEA 3%
247,SYNTH-16816,SYNTH-16816,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
248,SYNTH-16865,SYNTH-16865,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 8%; SEA 3%
249,SYNTH-14271,SYNTH-14271,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 6%; SEA 3%
250,SYNTH-21240,SYNTH-21240,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 4%
251,SYNTH-17325,SYNTH-17325,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 7%; SEA 2%
252,SYNTH-13370,SYNTH-13370,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 7%; SEA 3%
253,SYNTH-03208,SYNTH-03208,0,32,5e-05,0.0,8e-05,1920.0,CIN 84%; BUF 6%; SEA 3%
254,SYNTH-06907,SYNTH-06907,0,32,5e-05,0.0,8e-05,1920.0,CIN 68%; BUF 9%; SEA 4%
255,SYNTH-03209,SYNTH-03209,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 8%; SEA 3%
256,SYNTH-00798,SYNTH-00798,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 9%; SEA 4%
257,SYNTH-03728,SYNTH-03728,0,32,5e-05,0.0,8e-05,1920.0,CIN 73%; BUF 7%; SEA 4%
258,SYNTH-12228,SYNTH-12228,0,32,5e-05,0.0,8e-05,1920.0,CIN 84%; BUF 6%; SEA 2%
259,SYNTH-03182,SYNTH-03182,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 6%; SEA 3%
260,SYNTH-15237,SYNTH-15237,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
261,SYNTH-00877,SYNTH-00877,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
262,SYNTH-13405,SYNTH-13405,0,32,5e-05,0.0,8e-05,1920.0,CIN 85%; BUF 6%; SEA 2%
263,SYNTH-00871,SYNTH-00871,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 7%; SEA 4%
264,SYNTH-18058,SYNTH-18058,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 8%; SEA 4%
265,SYNTH-03187,SYNTH-03187,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 7%; SEA 3%
266,SYNTH-21796,SYNTH-21796,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 7%; SEA 3%
267,SYNTH-19168,SYNTH-19168,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 9%; SEA 4%
268,SYNTH-14887,SYNTH-14887,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 7%; SEA 3%
269,SYNTH-00849,SYNTH-00849,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 8%; SEA 3%
270,SYNTH-18051,SYNTH-18051,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
271,SYNTH-16457,SYNTH-16457,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 7%; SEA 4%
272,SYNTH-23281,SYNTH-23281,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 8%; SEA 4%
273,SYNTH-08906,SYNTH-08906,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 8%; SEA 3%
274,SYNTH-21802,SYNTH-21802,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 8%; SEA 4%
275,SYNTH-00835,SYNTH-00835,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 7%; SEA 3%
276,SYNTH-15703,SYNTH-15703,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 8%; SEA 3%
277,SYNTH-13397,SYNTH-13397,0,32,5e-05,0.0,8e-05,1920.0,CIN 84%; BUF 6%; SEA 2%
278,SYNTH-14911,SYNTH-14911,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
279,SYNTH-00748,SYNTH-00748,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 8%; SEA 3%
280,SYNTH-16268,SYNTH-16268,0,32,5e-05,0.0,8e-05,1920.0,CIN 66%; BUF 9%; SEA 5%
281,SYNTH-09201,SYNTH-09201,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
282,SYNTH-02546,SYNTH-02546,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 7%; SEA 4%
283,SYNTH-12290,SYNTH-12290,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
284,SYNTH-19190,SYNTH-19190,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
285,SYNTH-00732,SYNTH-00732,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 9%; SEA 4%
286,SYNTH-03213,SYNTH-03213,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 6%; SEA 3%
287,SYNTH-02274,SYNTH-02274,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
288,SYNTH-23381,SYNTH-23381,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 8%; SEA 3%
289,SYNTH-04885,SYNTH-04885,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
290,SYNTH-02545,SYNTH-02545,0,32,5e-05,0.0,8e-05,1920.0,CIN 73%; BUF 9%; SEA 4%
291,SYNTH-06954,SYNTH-06954,0,32,5e-05,0.0,8e-05,1920.0,CIN 65%; BUF 9%; SEA 5%
292,SYNTH-09846,SYNTH-09846,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
293,SYNTH-23386,SYNTH-23386,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 7%; SEA 4%
294,SYNTH-00713,SYNTH-00713,0,32,5e-05,0.0,8e-05,1920.0,CIN 51%; BUF 9%; SEA 6%
295,SYNTH-15222,SYNTH-15222,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 6%; SEA 3%
296,SYNTH-04494,SYNTH-04494,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
297,SYNTH-21233,SYNTH-21233,0,32,5e-05,0.0,8e-05,1920.0,CIN 67%; BUF 9%; SEA 5%
298,SYNTH-16815,SYNTH-16815,0,32,5e-05,0.0,8e-05,1920.0,CIN 72%; BUF 8%; SEA 4%
299,SYNTH-00791,SYNTH-00791,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 5%; SEA 3%
300,SYNTH-13353,SYNTH-13353,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
301,SYNTH-04895,SYNTH-04895,0,32,5e-05,0.0,8e-05,1920.0,CIN 72%; BUF 9%; SEA 4%
302,SYNTH-09530,SYNTH-09530,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 7%; SEA 3%
303,SYNTH-02261,SYNTH-02261,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 6%; SEA 4%
304,SYNTH-12259,SYNTH-12259,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 3%
305,SYNTH-13344,SYNTH-13344,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 7%; SEA 3%
306,SYNTH-13328,SYNTH-13328,0,32,5e-05,0.0,8e-05,1920.0,CIN 69%; BUF 9%; SEA 4%
307,SYNTH-06926,SYNTH-06926,0,32,5e-05,0.0,8e-05,1920.0,CIN 85%; BUF 6%; SEA 2%
308,SYNTH-18709,SYNTH-18709,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 2%
309,SYNTH-12268,SYNTH-12268,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 4%
310,SYNTH-09524,SYNTH-09524,0,32,5e-05,0.0,8e-05,1920.0,CIN 72%; BUF 8%; SEA 4%
311,SYNTH-06929,SYNTH-06929,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 8%; SEA 3%
312,SYNTH-18011,SYNTH-18011,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
313,SYNTH-22051,SYNTH-22051,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 6%; SEA 4%
314,SYNTH-08286,SYNTH-08286,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 9%; SEA 3%
315,SYNTH-10458,SYNTH-10458,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 7%; SEA 3%
316,SYNTH-14906,SYNTH-14906,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 7%; SEA 4%
317,SYNTH-16836,SYNTH-16836,0,32,5e-05,0.0,8e-05,1920.0,CIN 84%; BUF 6%; SEA 2%
318,SYNTH-19122,SYNTH-19122,0,32,5e-05,0.0,8e-05,1920.0,CIN 68%; BUF 7%; SEA 5%
319,SYNTH-22101,SYNTH-22101,0,32,5e-05,0.0,8e-05,1920.0,CIN 85%; BUF 6%; SEA 2%
320,SYNTH-04419,SYNTH-04419,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
321,SYNTH-13484,SYNTH-13484,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 8%; SEA 3%
322,SYNTH-05938,SYNTH-05938,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 7%; SEA 3%
323,SYNTH-23146,SYNTH-23146,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 8%; SEA 3%
324,SYNTH-20768,SYNTH-20768,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 6%; SEA 3%
325,SYNTH-00889,SYNTH-00889,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 8%; SEA 4%
326,SYNTH-00999,SYNTH-00999,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 6%; SEA 3%
327,SYNTH-18680,SYNTH-18680,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 6%; SEA 4%
328,SYNTH-08651,SYNTH-08651,0,32,5e-05,0.0,8e-05,1920.0,CIN 72%; BUF 8%; SEA 4%
329,SYNTH-00993,SYNTH-00993,0,32,5e-05,0.0,8e-05,1920.0,CIN 54%; BUF 11%; SEA 6%
330,SYNTH-09571,SYNTH-09571,0,32,5e-05,0.0,8e-05,1920.0,CIN 72%; BUF 7%; SEA 4%
331,SYNTH-13471,SYNTH-13471,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 7%; SEA 4%
332,SYNTH-13470,SYNTH-13470,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
333,SYNTH-07764,SYNTH-07764,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 9%; SEA 4%
334,SYNTH-00986,SYNTH-00986,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 6%; SEA 3%
335,SYNTH-07773,SYNTH-07773,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 6%; SEA 3%
336,SYNTH-12064,SYNTH-12064,0,32,5e-05,0.0,8e-05,1920.0,CIN 69%; BUF 8%; SEA 5%
337,SYNTH-06782,SYNTH-06782,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 7%; SEA 3%
338,SYNTH-07794,SYNTH-07794,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
339,SYNTH-12071,SYNTH-12071,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 8%; SEA 3%
340,SYNTH-04930,SYNTH-04930,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 7%; SEA 3%
341,SYNTH-19581,SYNTH-19581,0,32,5e-05,0.0,8e-05,1920.0,CIN 72%; BUF 6%; SEA 4%
342,SYNTH-23120,SYNTH-23120,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 4%
343,SYNTH-21325,SYNTH-21325,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 6%; SEA 3%
344,SYNTH-07780,SYNTH-07780,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 7%; SEA 4%
345,SYNTH-23124,SYNTH-23124,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 6%; SEA 3%
346,SYNTH-04413,SYNTH-04413,0,32,5e-05,0.0,8e-05,1920.0,CIN 72%; BUF 10%; SEA 4%
347,SYNTH-19580,SYNTH-19580,0,32,5e-05,0.0,8e-05,1920.0,CIN 73%; BUF 8%; SEA 4%
348,SYNTH-23129,SYNTH-23129,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 8%; SEA 3%
349,SYNTH-05933,SYNTH-05933,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 6%; SEA 3%
350,SYNTH-15674,SYNTH-15674,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 7%; SEA 3%
351,SYNTH-23135,SYNTH-23135,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 8%; SEA 3%
352,SYNTH-02582,SYNTH-02582,0,32,5e-05,0.0,8e-05,1920.0,CIN 68%; BUF 8%; SEA 5%
353,SYNTH-16025,SYNTH-16025,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 8%; SEA 3%
354,SYNTH-07787,SYNTH-07787,0,32,5e-05,0.0,8e-05,1920.0,CIN 62%; BUF 7%; SEA 5%
355,SYNTH-08668,SYNTH-08668,0,32,5e-05,0.0,8e-05,1920.0,CIN 60%; BUF 12%; SEA 5%
356,SYNTH-21282,SYNTH-21282,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 2%
357,SYNTH-18688,SYNTH-18688,0,32,5e-05,0.0,8e-05,1920.0,CIN 84%; BUF 6%; SEA 2%
358,SYNTH-13432,SYNTH-13432,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 4%
359,SYNTH-03940,SYNTH-03940,0,32,5e-05,0.0,8e-05,1920.0,CIN 73%; BUF 8%; SEA 4%
360,SYNTH-00918,SYNTH-00918,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
361,SYNTH-07741,SYNTH-07741,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 2%
362,SYNTH-12165,SYNTH-12165,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 7%; SEA 3%
363,SYNTH-12112,SYNTH-12112,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 6%; SEA 3%
364,SYNTH-20181,SYNTH-20181,0,32,5e-05,0.0,8e-05,1920.0,CIN 70%; BUF 8%; SEA 4%
365,SYNTH-16826,SYNTH-16826,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
366,SYNTH-00905,SYNTH-00905,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
367,SYNTH-17297,SYNTH-17297,0,32,5e-05,0.0,8e-05,1920.0,CIN 70%; BUF 8%; SEA 4%
368,SYNTH-00897,SYNTH-00897,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 6%; SEA 3%
369,SYNTH-15446,SYNTH-15446,0,32,5e-05,0.0,8e-05,1920.0,CIN 64%; BUF 8%; SEA 5%
370,SYNTH-23240,SYNTH-23240,0,32,5e-05,0.0,8e-05,1920.0,CIN 65%; BUF 9%; SEA 5%
371,SYNTH-09557,SYNTH-09557,0,32,5e-05,0.0,8e-05,1920.0,CIN 67%; BUF 10%; SEA 5%
372,SYNTH-15238,SYNTH-15238,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 6%; SEA 3%
373,SYNTH-20182,SYNTH-20182,0,32,5e-05,0.0,8e-05,1920.0,CIN 71%; BUF 9%; SEA 4%
374,SYNTH-21314,SYNTH-21314,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 7%; SEA 3%
375,SYNTH-12117,SYNTH-12117,0,32,5e-05,0.0,8e-05,1920.0,CIN 86%; BUF 6%; SEA 2%
376,SYNTH-12118,SYNTH-12118,0,32,5e-05,0.0,8e-05,1920.0,CIN 66%; BUF 9%; SEA 5%
377,SYNTH-00975,SYNTH-00975,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 7%; SEA 3%
378,SYNTH-18099,SYNTH-18099,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
379,SYNTH-17277,SYNTH-17277,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 7%; SEA 3%
380,SYNTH-09835,SYNTH-09835,0,32,5e-05,0.0,8e-05,1920.0,CIN 68%; BUF 10%; SEA 4%
381,SYNTH-14851,SYNTH-14851,0,32,5e-05,0.0,8e-05,1920.0,CIN 67%; BUF 9%; SEA 5%
382,SYNTH-06831,SYNTH-06831,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 7%; SEA 3%
383,SYNTH-12153,SYNTH-12153,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 7%; SEA 4%
384,SYNTH-21296,SYNTH-21296,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 6%; SEA 3%
385,SYNTH-16476,SYNTH-16476,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
386,SYNTH-19140,SYNTH-19140,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 6%; SEA 3%
387,SYNTH-06840,SYNTH-06840,0,32,5e-05,0.0,8e-05,1920.0,CIN 62%; BUF 12%; SEA 5%
388,SYNTH-07750,SYNTH-07750,0,32,5e-05,0.0,8e-05,1920.0,CIN 70%; BUF 9%; SEA 4%
389,SYNTH-00939,SYNTH-00939,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
390,SYNTH-08913,SYNTH-08913,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
391,SYNTH-08415,SYNTH-08415,0,32,5e-05,0.0,8e-05,1920.0,CIN 73%; BUF 8%; SEA 4%
392,SYNTH-00931,SYNTH-00931,0,32,5e-05,0.0,8e-05,1920.0,CIN 57%; BUF 10%; SEA 6%
393,SYNTH-15367,SYNTH-15367,0,32,5e-05,0.0,8e-05,1920.0,CIN 68%; BUF 8%; SEA 5%
394,SYNTH-02671,SYNTH-02671,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
395,SYNTH-20386,SYNTH-20386,0,32,5e-05,0.0,8e-05,1920.0,CIN 57%; BUF 12%; SEA 5%
396,SYNTH-19646,SYNTH-19646,0,32,5e-05,0.0,8e-05,1920.0,CIN 81%; BUF 7%; SEA 3%
397,SYNTH-11346,SYNTH-11346,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 7%; SEA 4%
398,SYNTH-01730,SYNTH-01730,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
399,SYNTH-16608,SYNTH-16608,0,32,5e-05,0.0,8e-05,1920.0,CIN 79%; BUF 8%; SEA 3%
400,SYNTH-11559,SYNTH-11559,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 6%; SEA 3%
401,SYNTH-19482,SYNTH-19482,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 9%; SEA 3%
402,SYNTH-05307,SYNTH-05307,0,32,5e-05,0.0,8e-05,1920.0,CIN 76%; BUF 8%; SEA 3%
403,SYNTH-15319,SYNTH-15319,0,32,5e-05,0.0,8e-05,1920.0,CIN 56%; BUF 10%; SEA 6%
404,SYNTH-22522,SYNTH-22522,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 6%; SEA 4%
405,SYNTH-11567,SYNTH-11567,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 3%
406,SYNTH-11571,SYNTH-11571,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 8%; SEA 4%
407,SYNTH-02810,SYNTH-02810,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 6%; SEA 3%
408,SYNTH-18455,SYNTH-18455,0,32,5e-05,0.0,8e-05,1920.0,CIN 73%; BUF 8%; SEA 4%
409,SYNTH-09727,SYNTH-09727,0,32,5e-05,0.0,8e-05,1920.0,CIN 66%; BUF 7%; SEA 5%
410,SYNTH-22532,SYNTH-22532,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
411,SYNTH-22533,SYNTH-22533,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 4%
412,SYNTH-03861,SYNTH-03861,0,32,5e-05,0.0,8e-05,1920.0,CIN 85%; BUF 6%; SEA 2%
413,SYNTH-18498,SYNTH-18498,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
414,SYNTH-04182,SYNTH-04182,0,32,5e-05,0.0,8e-05,1920.0,CIN 73%; BUF 8%; SEA 4%
415,SYNTH-14546,SYNTH-14546,0,32,5e-05,0.0,8e-05,1920.0,CIN 78%; BUF 7%; SEA 3%
416,SYNTH-06369,SYNTH-06369,0,32,5e-05,0.0,8e-05,1920.0,CIN 67%; BUF 8%; SEA 5%
417,SYNTH-16907,SYNTH-16907,0,32,5e-05,0.0,8e-05,1920.0,CIN 85%; BUF 6%; SEA 2%
418,SYNTH-22274,SYNTH-22274,0,32,5e-05,0.0,8e-05,1920.0,CIN 63%; BUF 8%; SEA 5%
419,SYNTH-18959,SYNTH-18959,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 7%; SEA 3%
420,SYNTH-16103,SYNTH-16103,0,32,5e-05,0.0,8e-05,1920.0,CIN 75%; BUF 8%; SEA 4%
421,SYNTH-14124,SYNTH-14124,0,32,5e-05,0.0,8e-05,1920.0,CIN 77%; BUF 7%; SEA 3%
422,SYNTH-19609,SYNTH-19609,0,32,5e-05,0.0,8e-05,1920.0,CIN 80%; BUF 7%; SEA 3%
423,SYNTH-09789,SYNTH-09789,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 7%; SEA 4%
424,SYNTH-16987,SYNTH-16987,0,32,5e-05,0.0,8e-05,1920.0,CIN 82%; BUF 6%; SEA 3%
425,SYNTH-22265,SYNTH-22265,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 7%; SEA 2%
426,SYNTH-18479,SYNTH-18479,0,32,5e-05,0.0,8e-05,1920.0,CIN 69%; BUF 9%; SEA 4%
427,SYNTH-05820,SYNTH-05820,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 3%
428,SYNTH-13969,SYNTH-13969,0,32,5e-05,0.0,8e-05,1920.0,CIN 64%; BUF 8%; SEA 5%
429,SYNTH-13968,SYNTH-13968,0,32,5e-05,0.0,8e-05,1920.0,CIN 83%; BUF 6%; SEA 2%
430,SYNTH-14127,SYNTH-14127,0,32,5e-05,0.0,8e-05,1920.0,CIN 74%; BUF 8%; SEA 4%
431,SYNTH-22491,SYNTH-22491,0,32,5e-05,0.0,8e-05,1920.0,CIN 84%; BUF 7%; SEA 2%
